ID	Accession	Assay name	Assay title	Target	Target of assay	Target gene symbol	Biosample summary	Biosample term name	Dbxrefs	Description	Lab	Project	Status	Files	Related series	Biosample accession	Biological replicate	Technical replicate	Linked antibody	Organism	Life stage	Biosample age	Biosample treatment	Biosample treatment ontology ID	Biosample treatment amount	Biosample treatment amount units	Biosample treatment duration	Biosample treatment duration units	Synchronization	Post-synchronization time	Post-synchronization time units	Biosample modification site target organism	Biosample modification site introduced gene organism	Replicates	Mixed biosamples	Cellular component	Library construction platform	Library construction method
/experiments/ENCSR758MWM/	ENCSR758MWM	RNA-seq	total RNA-seq				Homo sapiens WTC11, 2 days post differentiation treated with 7.5 μM CHIR 99021 for 48 hours	WTC11	GEO:GSE219712	Homo sapiens cardiomyocytes in vitro differentiated originated from WTC11 cells, 2 days after differentiation	Will Greenleaf, Stanford	ENCODE	released	/files/ENCFF688TMY/,/files/ENCFF817GEJ/,/files/ENCFF902LXP/,/files/ENCFF313FLO/,/files/ENCFF996XFH/,/files/ENCFF282WSX/,/files/ENCFF458HPC/,/files/ENCFF031NRM/,/files/ENCFF970QML/,/files/ENCFF189XTD/,/files/ENCFF697ELR/,/files/ENCFF072TQC/,/files/ENCFF768OTW/,/files/ENCFF750KER/,/files/ENCFF872FUS/,/files/ENCFF607AGB/,/files/ENCFF139HZW/,/files/ENCFF178AOB/	/differentiation-series/ENCSR318BKN/	ENCBS747KRV,ENCBS270XPA	1,2	1		Homo sapiens	adult	30 years	CHIR 99021	CHEBI:91091	7.5	μM	48	hour						/replicates/4fce34a7-e79b-4509-9c23-89a6b5779867/,/replicates/6788fd34-463c-4b98-bab2-c0bb19e8b389/				
/experiments/ENCSR642FZN/	ENCSR642FZN	RNA-seq	total RNA-seq				Homo sapiens with mild cognitive impairment; middle frontal area 46 tissue female adult (90 or above years)	middle frontal area 46	GEO:GSE219567	human_brain_Rush ID_E5410646_BS203_ENC4_cDNA758	Barbara Wold, Caltech	ENCODE	released	/files/ENCFF217SRQ/,/files/ENCFF594DQI/,/files/ENCFF721SAU/,/files/ENCFF562UWR/,/files/ENCFF635OFV/,/files/ENCFF004CUF/,/files/ENCFF601XOL/,/files/ENCFF278HPR/,/files/ENCFF566RSL/,/files/ENCFF791SUJ/	/disease-series/ENCSR080BML/	ENCBS186ADK	1	1		Homo sapiens	adult	90 or above years												/replicates/65eae6e1-557a-4275-86de-2f0418506ee8/				
/experiments/ENCSR499AEH/	ENCSR499AEH	RNA-seq	total RNA-seq				Homo sapiens motor neuron	motor neuron	GEO:GSE219316	RNA-seq on human motor neuron cell lines	Michael Snyder, Stanford	ENCODE	released	/files/ENCFF430TPY/,/files/ENCFF572VHM/,/files/ENCFF901BXM/,/files/ENCFF681NWM/,/files/ENCFF538UFP/,/files/ENCFF775SOD/,/files/ENCFF519DPD/,/files/ENCFF284XUY/,/files/ENCFF201HIS/,/files/ENCFF834BAI/,/files/ENCFF369SZO/,/files/ENCFF446DLO/,/files/ENCFF703FJF/,/files/ENCFF747JBS/,/files/ENCFF453SEA/,/files/ENCFF940COW/,/files/ENCFF472OFE/,/files/ENCFF673PGV/		ENCBS433QBR,ENCBS890OMC	2,1	1		Homo sapiens	adult	55 years												/replicates/8961a343-7761-4bbb-b4f4-a927e6a22366/,/replicates/79e6aafc-ecd8-4545-8405-feafc94cca67/				
/experiments/ENCSR957WSE/	ENCSR957WSE	RNA-seq	total RNA-seq				Homo sapiens activated naive CD8-positive, alpha-beta T cell male adult (30 years) treated with 10 ng/mL Interleukin-2 for 5 days, anti-CD3 and anti-CD28 coated beads for 7 days	activated naive CD8-positive, alpha-beta T cell	GEO:GSE187751	naive CD8+ cell, activated Day 7	Barbara Wold, Caltech	ENCODE	released	/files/ENCFF419ZNA/,/files/ENCFF365MEW/,/files/ENCFF780KGV/,/files/ENCFF185LZQ/,/files/ENCFF666YEO/,/files/ENCFF741HCS/,/files/ENCFF274ZFT/,/files/ENCFF149IIB/,/files/ENCFF995SOX/,/files/ENCFF666RXF/,/files/ENCFF883HCJ/		ENCBS900CSN	1	1		Homo sapiens	adult	30 years	Interleukin-2,anti-CD3 and anti-CD28 coated beads	UniProtKB:P60568	10	ng/mL	5,7	day						/replicates/04591977-bbe6-4571-94bd-382d583283f5/				
/experiments/ENCSR215KUO/	ENCSR215KUO	RNA-seq	total RNA-seq				Homo sapiens motor neuron	motor neuron	GEO:GSE219590	RNA-seq on human motor neuron cell lines	Michael Snyder, Stanford	ENCODE	released	/files/ENCFF518TUX/,/files/ENCFF408GHU/,/files/ENCFF936CKO/,/files/ENCFF879ZNM/,/files/ENCFF497RLQ/,/files/ENCFF575FTH/,/files/ENCFF384MLS/,/files/ENCFF015VLV/,/files/ENCFF278JBM/,/files/ENCFF454GSI/,/files/ENCFF161BZF/,/files/ENCFF278KUY/,/files/ENCFF491UKQ/,/files/ENCFF573MMB/,/files/ENCFF223UQJ/,/files/ENCFF040NYU/,/files/ENCFF614EBV/,/files/ENCFF597KYV/		ENCBS127UZI,ENCBS729GGJ	1,2	1		Homo sapiens	child	6 years												/replicates/c1aee163-cd4e-4561-a13f-8c4b9ceafb79/,/replicates/195603f3-0819-4fbc-98ff-a974bf59424f/				
/experiments/ENCSR777TBF/	ENCSR777TBF	RNA-seq	total RNA-seq				Homo sapiens activated CD4-positive, alpha-beta memory T cell male adult (43 years) treated with anti-CD3 and anti-CD28 coated beads for 36 hours	activated CD4-positive, alpha-beta memory T cell	GEO:GSE187917	Memory CD4+ T cell, activated Day 2	Barbara Wold, Caltech	ENCODE	released	/files/ENCFF204IUX/,/files/ENCFF825BEB/,/files/ENCFF572DPW/,/files/ENCFF421WMV/,/files/ENCFF019EOZ/,/files/ENCFF998GQD/,/files/ENCFF462CKY/,/files/ENCFF428QWW/,/files/ENCFF057BDT/,/files/ENCFF499ZFI/,/files/ENCFF942QIZ/		ENCBS655INE	1	1		Homo sapiens	adult	43 years	anti-CD3 and anti-CD28 coated beads				36	hour						/replicates/3bc05645-624e-45fa-bfd4-d11879243dcf/				
/experiments/ENCSR552RFJ/	ENCSR552RFJ	RNA-seq	total RNA-seq				Homo sapiens activated CD8-positive, alpha-beta T cell male adult (21 years) treated with 10 ng/mL Interleukin-2 for 5 days, anti-CD3 and anti-CD28 coated beads for 7 days	activated CD8-positive, alpha-beta T cell	GEO:GSE187676	CD8+ T cells, activated day 7	Barbara Wold, Caltech	ENCODE	released	/files/ENCFF350ISX/,/files/ENCFF466DUG/,/files/ENCFF142AQY/,/files/ENCFF989KZH/,/files/ENCFF989OGW/,/files/ENCFF290TIV/,/files/ENCFF525RDX/,/files/ENCFF707WTD/,/files/ENCFF437MYK/,/files/ENCFF736WER/,/files/ENCFF084NIE/		ENCBS272IFK	1	1		Homo sapiens	adult	21 years	Interleukin-2,anti-CD3 and anti-CD28 coated beads	UniProtKB:P60568	10	ng/mL	5,7	day						/replicates/652ccbcf-4bdf-428e-b24b-f1a563808d4e/				
/experiments/ENCSR989IFF/	ENCSR989IFF	RNA-seq	total RNA-seq				Homo sapiens CD8-positive, alpha-beta memory T cell male adult (30 years)	CD8-positive, alpha-beta memory T cell	GEO:GSE187972	Memory CD8+ (CD3+CD8+CD45RO+ and CD45RO-CCR7-)	Barbara Wold, Caltech	ENCODE	released	/files/ENCFF132YUD/,/files/ENCFF324XSV/,/files/ENCFF684CHN/,/files/ENCFF788HHC/,/files/ENCFF441RXS/,/files/ENCFF544USW/,/files/ENCFF196UDY/,/files/ENCFF072OYP/,/files/ENCFF690PCV/,/files/ENCFF441JAJ/,/files/ENCFF222WFS/		ENCBS107RWR	1	1		Homo sapiens	adult	30 years												/replicates/41437381-aa95-4487-945b-e8b0a8747515/				
/experiments/ENCSR384HOK/	ENCSR384HOK	polyA plus RNA-seq	polyA plus RNA-seq				Homo sapiens CD14-positive monocyte	CD14-positive monocyte	GEO:GSE187389	polyA plus RNA-seq of CD14-positive monocyte.	David Hafler, Yale	ENCODE	released	/files/ENCFF258NQF/,/files/ENCFF897EDE/,/files/ENCFF853SNW/,/files/ENCFF454WBO/,/files/ENCFF095CNA/,/files/ENCFF184MTR/,/files/ENCFF244QEJ/,/files/ENCFF396GTR/,/files/ENCFF752WBS/		ENCBS747UFJ	1	1		Homo sapiens	unknown													/replicates/d36d509e-e87e-4f07-bbaf-4ba7ce210849/				
/experiments/ENCSR279VNR/	ENCSR279VNR	polyA plus RNA-seq	polyA plus RNA-seq				Homo sapiens CD8-positive, alpha-beta memory T cell	CD8-positive, alpha-beta memory T cell	GEO:GSE187303	polyA plus RNA-seq of CD8-positive, alpha-beta memory T cell.	David Hafler, Yale	ENCODE	released	/files/ENCFF481HLS/,/files/ENCFF583LOM/,/files/ENCFF065BDP/,/files/ENCFF694FXV/,/files/ENCFF496QEP/,/files/ENCFF535MQH/,/files/ENCFF314XMB/,/files/ENCFF637MQG/,/files/ENCFF093GRG/		ENCBS020LPJ	1	1		Homo sapiens	unknown													/replicates/5e2ddd1e-befa-4a93-82d8-60e2e644f8c5/				
/experiments/ENCSR591ZCN/	ENCSR591ZCN	RNA-seq	total RNA-seq				Homo sapiens with mild cognitive impairment; middle frontal area 46 tissue female adult (90 or above years)	middle frontal area 46	GEO:GSE219478	human_brain_Rush ID_E6315900_BS205_ENC4_cDNA760	Barbara Wold, Caltech	ENCODE	released	/files/ENCFF492ZXU/,/files/ENCFF533LYC/,/files/ENCFF574GQL/,/files/ENCFF989ABC/,/files/ENCFF078MHA/,/files/ENCFF067CJJ/,/files/ENCFF947WGB/,/files/ENCFF688RHN/,/files/ENCFF560AAD/,/files/ENCFF435QTX/	/disease-series/ENCSR673KBP/	ENCBS938TZB	1	1		Homo sapiens	adult	90 or above years												/replicates/325b4bca-cf14-48e1-a922-20348c545400/				
/experiments/ENCSR693YZA/	ENCSR693YZA	RNA-seq	total RNA-seq				Homo sapiens with mild cognitive impairment; middle frontal area 46 tissue female adult (90 or above years)	middle frontal area 46	GEO:GSE219654	human_brain_Rush ID_E5124249_BS200_ENC4_cDNA755	Barbara Wold, Caltech	ENCODE	released	/files/ENCFF678MJD/,/files/ENCFF195BIL/,/files/ENCFF749KRG/,/files/ENCFF540QGL/,/files/ENCFF988JRJ/,/files/ENCFF494KCB/,/files/ENCFF531DSA/,/files/ENCFF235EBL/,/files/ENCFF539RBY/,/files/ENCFF992HBK/	/disease-series/ENCSR915YPK/	ENCBS047HSL	1	1		Homo sapiens	adult	90 or above years												/replicates/6211c83d-c0aa-41a0-9e79-d8c5fdd8581a/				
/experiments/ENCSR320AJD/	ENCSR320AJD	RNA-seq	total RNA-seq				Homo sapiens with mild cognitive impairment; middle frontal area 46 tissue female adult (87 years)	middle frontal area 46	GEO:GSE219684	human_brain_Rush ID_E6422513_BS206_ENC4_cDNA761	Barbara Wold, Caltech	ENCODE	released	/files/ENCFF412VVJ/,/files/ENCFF937QJI/,/files/ENCFF922RZD/,/files/ENCFF666PER/,/files/ENCFF077YHU/,/files/ENCFF826GWZ/,/files/ENCFF854DCJ/,/files/ENCFF075QYY/,/files/ENCFF834GZX/,/files/ENCFF794GOC/	/disease-series/ENCSR685LUV/	ENCBS375PHK	1	1		Homo sapiens	adult	87 years												/replicates/fe6090b3-2cf0-4fb0-9bff-72572c202a1b/				
/experiments/ENCSR798USR/	ENCSR798USR	RNA-seq	total RNA-seq				Homo sapiens T-cell male adult (43 years)	T-cell	GEO:GSE219757	CD3+_DONOR 1: 0 hour no activation	Barbara Wold, Caltech	ENCODE	released	/files/ENCFF022MVB/,/files/ENCFF150DCD/,/files/ENCFF440SNA/,/files/ENCFF815QHD/,/files/ENCFF876UHW/,/files/ENCFF376OSA/,/files/ENCFF875ZTK/,/files/ENCFF543UPH/,/files/ENCFF925GBE/,/files/ENCFF438GMG/,/files/ENCFF558KFU/,/files/ENCFF521BWK/,/files/ENCFF503HFL/,/files/ENCFF807RKZ/,/files/ENCFF775TJN/,/files/ENCFF394XXQ/,/files/ENCFF529CZT/,/files/ENCFF168MHO/,/files/ENCFF924TOQ/,/files/ENCFF935KFL/		ENCBS353AGW	1	2,1		Homo sapiens	adult	43 years												/replicates/bd00a8a7-1f4d-4cb2-a9ed-382abf6b0a2c/,/replicates/6f215d9e-72b1-454e-9ebd-9d289a5970ac/				
/experiments/ENCSR936COT/	ENCSR936COT	polyA plus RNA-seq	polyA plus RNA-seq				Homo sapiens naive B cell	naive B cell	GEO:GSE188148	polyA plus RNA-seq of naive B cell.	David Hafler, Yale	ENCODE	released	/files/ENCFF736NXI/,/files/ENCFF677SFO/,/files/ENCFF867XTN/,/files/ENCFF862MZO/,/files/ENCFF895SRK/,/files/ENCFF604RID/,/files/ENCFF461UWH/,/files/ENCFF973KPE/,/files/ENCFF484JKA/		ENCBS182GUX	1	1		Homo sapiens	unknown													/replicates/180dfa2e-477a-4b09-9374-3c09d901c08d/				
/experiments/ENCSR108XUM/	ENCSR108XUM	polyA plus RNA-seq	polyA plus RNA-seq				Homo sapiens naive thymus-derived CD4-positive, alpha-beta T cell	naive thymus-derived CD4-positive, alpha-beta T cell	GEO:GSE187354	polyA plus RNA-seq of naive thymus-derived CD4-positive, alpha-beta T cell.	David Hafler, Yale	ENCODE	released	/files/ENCFF059OKV/,/files/ENCFF210YHV/,/files/ENCFF426USR/,/files/ENCFF566ZGR/,/files/ENCFF652WDH/,/files/ENCFF968ZYP/,/files/ENCFF478XYM/,/files/ENCFF233LBC/,/files/ENCFF496TIM/		ENCBS892TKW	1	1		Homo sapiens	unknown													/replicates/eea37de8-b424-48d2-b319-37f0aecb28c0/				
/experiments/ENCSR521ZFP/	ENCSR521ZFP	RNA-seq	total RNA-seq				Homo sapiens with Alzheimer's disease; middle frontal area 46 tissue female adult (90 or above years)	middle frontal area 46	GEO:GSE219342	human_brain_Rush ID_E6264119_BS159_ENC4_cDNA709	Barbara Wold, Caltech	ENCODE	released	/files/ENCFF342JTM/,/files/ENCFF549LVP/,/files/ENCFF288TKN/,/files/ENCFF324SIB/,/files/ENCFF071GTO/,/files/ENCFF540MMU/,/files/ENCFF847QGH/,/files/ENCFF886ULO/,/files/ENCFF460WNP/,/files/ENCFF517IXV/	/disease-series/ENCSR415UIU/	ENCBS801JBH	1	1		Homo sapiens	adult	90 or above years												/replicates/b2e80279-2caf-433d-b687-cb6ec45c51a1/				
/experiments/ENCSR373XVN/	ENCSR373XVN	RNA-seq	total RNA-seq				Homo sapiens motor neuron	motor neuron	GEO:GSE219759	RNA-seq on human motor neuron cell lines	Michael Snyder, Stanford	ENCODE	released	/files/ENCFF048WQK/,/files/ENCFF544SGV/,/files/ENCFF075RMB/,/files/ENCFF449PRU/,/files/ENCFF980BPR/,/files/ENCFF751MTV/,/files/ENCFF853ZTG/,/files/ENCFF732DIV/,/files/ENCFF484YMA/,/files/ENCFF433OOU/,/files/ENCFF623XRS/,/files/ENCFF649AVB/,/files/ENCFF912HSQ/,/files/ENCFF455MXC/,/files/ENCFF885TCJ/,/files/ENCFF108ZJT/,/files/ENCFF907WGY/,/files/ENCFF857IZY/		ENCBS643AJQ,ENCBS833WEY	1,2	1		Homo sapiens	adult	47 years												/replicates/d6dd6685-192c-423c-9d2e-82d65aa357d2/,/replicates/a5eef6ae-34bb-4abd-9c3b-594576bc9780/				
/experiments/ENCSR804NGX/	ENCSR804NGX	polyA plus RNA-seq	polyA plus RNA-seq				Homo sapiens with multiple sclerosis; naive B cell	naive B cell	GEO:GSE188022	polyA plus RNA-seq of naive B cell with multiple sclerosis.	David Hafler, Yale	ENCODE	released	/files/ENCFF878HNY/,/files/ENCFF314SUR/,/files/ENCFF729UTH/,/files/ENCFF845YJU/,/files/ENCFF023KYC/,/files/ENCFF749WTC/,/files/ENCFF123EQL/,/files/ENCFF875RMF/,/files/ENCFF194FDU/		ENCBS345AAH	1	1		Homo sapiens	unknown													/replicates/337c5416-77ac-495b-8709-1540b8953c55/				
/experiments/ENCSR522CJR/	ENCSR522CJR	RNA-seq	total RNA-seq				Homo sapiens A549 treated with 1 μM Hydrocortisone (agonist) for 4 hours	A549	GEO:GSE219349		Tim Reddy, Duke	ENCODE	released	/files/ENCFF587OYZ/,/files/ENCFF921JRE/,/files/ENCFF082DFO/,/files/ENCFF151JIS/,/files/ENCFF610CVY/,/files/ENCFF044BJB/,/files/ENCFF644ACF/,/files/ENCFF553EEG/,/files/ENCFF648XQJ/,/files/ENCFF532KUB/,/files/ENCFF737TZL/,/files/ENCFF142WEJ/,/files/ENCFF773QHS/,/files/ENCFF705YPM/,/files/ENCFF070IGY/,/files/ENCFF781YVI/,/files/ENCFF142ATD/,/files/ENCFF057FVS/,/files/ENCFF477QPA/,/files/ENCFF634EIO/,/files/ENCFF921ECX/,/files/ENCFF564EVP/,/files/ENCFF173ZDZ/,/files/ENCFF253DEL/,/files/ENCFF355MFU/,/files/ENCFF922TGO/,/files/ENCFF278QOT/,/files/ENCFF186CPP/,/files/ENCFF309AHF/,/files/ENCFF167ROF/,/files/ENCFF422OCD/,/files/ENCFF644CZV/,/files/ENCFF082PFK/,/files/ENCFF236BVV/,/files/ENCFF653ZSZ/,/files/ENCFF548DNJ/,/files/ENCFF011KLP/,/files/ENCFF652WDF/,/files/ENCFF966JOP/,/files/ENCFF019FAJ/,/files/ENCFF343KMG/,/files/ENCFF096ILZ/,/files/ENCFF192QFN/,/files/ENCFF918AIU/,/files/ENCFF750UAO/,/files/ENCFF519YMP/,/files/ENCFF465QGA/,/files/ENCFF359ERM/,/files/ENCFF317LGX/,/files/ENCFF839JPQ/,/files/ENCFF569RTU/,/files/ENCFF922HWL/,/files/ENCFF556MLN/,/files/ENCFF142ZSR/,/files/ENCFF168JWJ/		ENCBS746ATL,ENCBS773MQM,ENCBS594GCK,ENCBS111RUU,ENCBS122JGP	2,3,1,4,5	1		Homo sapiens	adult	58 years	Hydrocortisone	CHEBI:17650	1	μM	4	hour						/replicates/d9ed1d21-d64b-4d0d-b299-09f3ea3131bf/,/replicates/fc30367f-8dd1-4920-9d5e-ca4e5bf7bf1e/,/replicates/a5242c2a-ad6b-40c6-8766-17ac5cf32ee2/,/replicates/1dc03274-6d6a-4f56-b14d-5b3c36b59810/,/replicates/e76f94c4-a943-47ac-bb9b-2ee3f0db1714/				
/experiments/ENCSR007OKF/	ENCSR007OKF	polyA plus RNA-seq	polyA plus RNA-seq				Homo sapiens CD8-positive, alpha-beta memory T cell	CD8-positive, alpha-beta memory T cell	GEO:GSE187098	polyA plus RNA-seq of CD8-positive, alpha-beta memory T cell.	David Hafler, Yale	ENCODE	released	/files/ENCFF064PRP/,/files/ENCFF461EQL/,/files/ENCFF667CHE/,/files/ENCFF028ZKC/,/files/ENCFF519URG/,/files/ENCFF624FEC/,/files/ENCFF256SZD/,/files/ENCFF810CIO/,/files/ENCFF410TDJ/		ENCBS235RVH	1	1		Homo sapiens	unknown													/replicates/08076efd-181b-4fb9-888e-7a930916c867/				
/experiments/ENCSR530OOO/	ENCSR530OOO	RNA-seq	total RNA-seq				Homo sapiens with Alzheimer's disease; middle frontal area 46 tissue male adult (90 or above years)	middle frontal area 46	GEO:GSE219364	human_brain_Rush ID_E8243181_BS167_ENC4_cDNA717	Barbara Wold, Caltech	ENCODE	released	/files/ENCFF321IGJ/,/files/ENCFF619JUZ/,/files/ENCFF787TLF/,/files/ENCFF475FHI/,/files/ENCFF401ALX/,/files/ENCFF411GLE/,/files/ENCFF028CDN/,/files/ENCFF863UNG/,/files/ENCFF564ZLJ/,/files/ENCFF599DFP/	/disease-series/ENCSR808UUE/	ENCBS876ZME	1	1		Homo sapiens	adult	90 or above years												/replicates/feef3d37-4f7d-471b-977f-505733a0c243/				
/experiments/ENCSR282UMY/	ENCSR282UMY	RNA-seq	total RNA-seq				Homo sapiens with Alzheimer's disease; middle frontal area 46 tissue female adult (90 or above years)	middle frontal area 46	GEO:GSE219992	human_brain_Rush ID_E2962456_BS145_ENC4_cDNA695	Barbara Wold, Caltech	ENCODE	released	/files/ENCFF952JOG/,/files/ENCFF922SGB/,/files/ENCFF930BML/,/files/ENCFF432RBV/,/files/ENCFF682DCM/,/files/ENCFF622OXB/,/files/ENCFF930NDI/,/files/ENCFF225GYN/,/files/ENCFF381SWT/,/files/ENCFF845ONN/	/disease-series/ENCSR640MJN/	ENCBS305EMK	1	1		Homo sapiens	adult	90 or above years												/replicates/45ccd5fd-971b-4209-a662-ff93856f67df/				
/experiments/ENCSR892WHX/	ENCSR892WHX	RNA-seq	total RNA-seq				Homo sapiens motor neuron	motor neuron	GEO:GSE219884	RNA-seq on human motor neuron cell lines	Michael Snyder, Stanford	ENCODE	released	/files/ENCFF913ERZ/,/files/ENCFF104ZZX/,/files/ENCFF410OLM/,/files/ENCFF906TQI/,/files/ENCFF286VZK/,/files/ENCFF378OEG/,/files/ENCFF729CEE/,/files/ENCFF761YRQ/,/files/ENCFF632DTX/,/files/ENCFF453TEF/,/files/ENCFF519KBT/,/files/ENCFF877ITB/,/files/ENCFF234SFO/,/files/ENCFF087BHD/,/files/ENCFF963XNL/,/files/ENCFF023YIB/,/files/ENCFF743HPZ/,/files/ENCFF645VZW/		ENCBS252YBV,ENCBS520OTA	2,1	1		Homo sapiens	adult	49 years												/replicates/5ed456c3-3ef5-49cb-9993-bf33d85935ce/,/replicates/d1e72ffe-2876-4071-92f5-a253b1755f1f/				
/experiments/ENCSR701YIC/	ENCSR701YIC	RNA-seq	total RNA-seq				Homo sapiens motor neuron	motor neuron	GEO:GSE219990	RNA-seq on human motor neuron cell lines	Michael Snyder, Stanford	ENCODE	released	/files/ENCFF102BXZ/,/files/ENCFF222JAN/,/files/ENCFF775LMT/,/files/ENCFF607TYC/,/files/ENCFF180GWL/,/files/ENCFF332AZR/,/files/ENCFF977BAS/,/files/ENCFF998QRB/,/files/ENCFF936SJE/,/files/ENCFF220HWV/,/files/ENCFF429KBV/,/files/ENCFF251TSZ/,/files/ENCFF013IGW/,/files/ENCFF207LAN/,/files/ENCFF615MHD/,/files/ENCFF062QVF/,/files/ENCFF422NES/,/files/ENCFF647YWM/		ENCBS136YMV,ENCBS203UWG	1,2	1		Homo sapiens	adult													/replicates/53858aeb-478c-4670-ad94-3f911c743551/,/replicates/6cc65368-4b68-4323-8c3b-e22f71f6edb7/				
/experiments/ENCSR418WMG/	ENCSR418WMG	RNA-seq	total RNA-seq				Homo sapiens with mild cognitive impairment; middle frontal area 46 tissue male adult (89 years)	middle frontal area 46	GEO:GSE219811	human_brain_Rush ID_E8792932_BS215_ENC4_cDNA770	Barbara Wold, Caltech	ENCODE	released	/files/ENCFF880JDP/,/files/ENCFF649UUU/,/files/ENCFF156KZV/,/files/ENCFF848FLL/,/files/ENCFF610PWN/,/files/ENCFF959YYD/,/files/ENCFF573FZZ/,/files/ENCFF348FRD/,/files/ENCFF345OJP/,/files/ENCFF110DTT/	/disease-series/ENCSR354RZE/	ENCBS589OUP	1	1		Homo sapiens	adult	89 years												/replicates/c23a5747-a7b5-48ce-955b-672018988508/				
/experiments/ENCSR447WLU/	ENCSR447WLU	RNA-seq	total RNA-seq				Homo sapiens middle frontal area 46 tissue male adult (78 years)	middle frontal area 46	GEO:GSE219849	human_brain_Rush ID_E2129371_BS142_ENC4_cDNA692	Barbara Wold, Caltech	ENCODE	released	/files/ENCFF844YUA/,/files/ENCFF333AAR/,/files/ENCFF857YZC/,/files/ENCFF083FUX/,/files/ENCFF756BSK/,/files/ENCFF681QWB/,/files/ENCFF354MPI/,/files/ENCFF312KDF/,/files/ENCFF377MDS/,/files/ENCFF851DCT/	/disease-series/ENCSR524PTS/	ENCBS611ZGG	1	1		Homo sapiens	adult	78 years												/replicates/0373973b-98a5-4399-8179-fab7134de1a4/				
/experiments/ENCSR959ENR/	ENCSR959ENR	RNA-seq	total RNA-seq				Homo sapiens with mild cognitive impairment; middle frontal area 46 tissue female adult (90 or above years)	middle frontal area 46	GEO:GSE219945	human_brain_Rush ID_E5841627_BS204_ENC4_cDNA759	Barbara Wold, Caltech	ENCODE	released	/files/ENCFF446XOS/,/files/ENCFF591NLT/,/files/ENCFF705OCF/,/files/ENCFF828EFI/,/files/ENCFF620QXC/,/files/ENCFF330WSH/,/files/ENCFF938UHX/,/files/ENCFF808RIO/,/files/ENCFF221SGO/,/files/ENCFF550DNX/	/disease-series/ENCSR117ZMG/	ENCBS459VZX	1	1		Homo sapiens	adult	90 or above years												/replicates/969f15cf-822e-4d6b-abfe-9b639114d438/				
/experiments/ENCSR641XXD/	ENCSR641XXD	RNA-seq	total RNA-seq				Homo sapiens with mild cognitive impairment; middle frontal area 46 tissue female adult (90 or above years)	middle frontal area 46	GEO:GSE219564	human_brain_Rush ID_E3760550_BS198_ENC4_cDNA753	Barbara Wold, Caltech	ENCODE	released	/files/ENCFF888TEF/,/files/ENCFF995JVL/,/files/ENCFF844PRN/,/files/ENCFF210IPR/,/files/ENCFF770AFE/,/files/ENCFF436WUJ/,/files/ENCFF374NGP/,/files/ENCFF560BUY/,/files/ENCFF160YBR/,/files/ENCFF362ENY/	/disease-series/ENCSR387BFD/	ENCBS652ENJ	1	1		Homo sapiens	adult	90 or above years												/replicates/b0a7acec-602a-4f1b-ac5a-6bc93602c86a/				
/experiments/ENCSR454MWR/	ENCSR454MWR	RNA-seq	total RNA-seq				Homo sapiens with mild cognitive impairment; middle frontal area 46 tissue female adult (90 or above years)	middle frontal area 46	GEO:GSE219861	human_brain_Rush ID_E4205723_BS199_ENC4_cDNA754	Barbara Wold, Caltech	ENCODE	released	/files/ENCFF825QWA/,/files/ENCFF987NUC/,/files/ENCFF079UWY/,/files/ENCFF458MQS/,/files/ENCFF709ALI/,/files/ENCFF140UDW/,/files/ENCFF710VVS/,/files/ENCFF018OAH/,/files/ENCFF561HHF/,/files/ENCFF733OMD/	/disease-series/ENCSR618YRV/	ENCBS430SUA	1	1		Homo sapiens	adult	90 or above years												/replicates/ee1e79b5-0752-4278-bcf4-09e4a094060d/				
/experiments/ENCSR515MED/	ENCSR515MED	RNA-seq	total RNA-seq				Homo sapiens with Cognitive impairment, Alzheimer's disease; middle frontal area 46 tissue female adult (90 or above years)	middle frontal area 46	GEO:GSE219336	human_brain_Rush ID_E6735279_BS207_ENC4_cDNA762	Barbara Wold, Caltech	ENCODE	released	/files/ENCFF190CKD/,/files/ENCFF250ODN/,/files/ENCFF800KIJ/,/files/ENCFF407KZZ/,/files/ENCFF355EEF/,/files/ENCFF704JRU/,/files/ENCFF901GOX/,/files/ENCFF701RGK/,/files/ENCFF295GFP/,/files/ENCFF149RKR/	/disease-series/ENCSR505BZS/	ENCBS327PNC	1	1		Homo sapiens	adult	90 or above years												/replicates/6c3d1722-da98-4bab-83b0-0e5415aaa4dc/				
/experiments/ENCSR793SPM/	ENCSR793SPM	RNA-seq	total RNA-seq				Homo sapiens with mild cognitive impairment; middle frontal area 46 tissue female adult (89 years)	middle frontal area 46	GEO:GSE219747	human_brain_Rush ID_E7908427_BS211_ENC4_cDNA766	Barbara Wold, Caltech	ENCODE	released	/files/ENCFF470KZE/,/files/ENCFF616THQ/,/files/ENCFF736DZD/,/files/ENCFF400XMJ/,/files/ENCFF923YQR/,/files/ENCFF344FCW/,/files/ENCFF764SNJ/,/files/ENCFF305VAX/,/files/ENCFF489ZEI/,/files/ENCFF585NME/	/disease-series/ENCSR472QYX/	ENCBS504PDX	1	1		Homo sapiens	adult	89 years												/replicates/1f543244-f913-4a84-bcb4-f689fca69b31/				
