File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Donor(s)	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	Azure URL	File analysis title	File analysis status	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR
ENCFF213WHC	tsv	tsv		gene quantifications	GRCh38	ENCSR159UIB	polyA plus RNA-seq	/human-donors/ENCDO553CCA/	CL:0000900	naive thymus-derived CD8-positive, alpha-beta T cell	primary cell	Homo sapiens											polyadenylated mRNA					unstranded	2021-09-21	ENCODE		chemical (Illumina TruSeq)	300-500	1	1_1							/files/ENCFF159TCC/, /files/ENCFF285DRD/	10892417	ENCODE Processing Pipeline	84313f7f1aba870d24f9bc118eae0791		https://www.encodeproject.org/files/ENCFF213WHC/@@download/ENCFF213WHC.tsv	V29			released	s3://encode-public/2021/09/15/7bcabeea-06e4-4f67-802a-3afdc4842300/ENCFF213WHC.tsv	https://datasetencode.blob.core.windows.net/dataset/2021/09/15/7bcabeea-06e4-4f67-802a-3afdc4842300/ENCFF213WHC.tsv?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released			
ENCFF553SMR	tsv	tsv		gene quantifications	GRCh38	ENCSR817WHQ	total RNA-seq	/human-donors/ENCDO166AGR/	NTR:0000504	activated CD8-positive, alpha-beta memory T cell	primary cell	Homo sapiens	anti-CD3 and anti-CD28 coated beads		36 hour								RNA					reverse	2021-06-17	ENCODE				1	1_1							/files/ENCFF285DRD/, /files/ENCFF931NGL/	11058616	ENCODE Processing Pipeline	18dc947c493a091b963659201be39c09		https://www.encodeproject.org/files/ENCFF553SMR/@@download/ENCFF553SMR.tsv	V29			released	s3://encode-public/2021/05/24/8fea8e2e-7af3-4917-9ff5-5013e519c9e9/ENCFF553SMR.tsv	https://datasetencode.blob.core.windows.net/dataset/2021/05/24/8fea8e2e-7af3-4917-9ff5-5013e519c9e9/ENCFF553SMR.tsv?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released			
ENCFF026GIN	tsv	tsv		gene quantifications	GRCh38	ENCSR673DJS	polyA plus RNA-seq	/human-donors/ENCDO553CCA/	CL:0000897	CD4-positive, alpha-beta memory T cell	primary cell	Homo sapiens											polyadenylated mRNA					unstranded	2021-10-12	ENCODE		chemical (Illumina TruSeq)	300-500	1	1_1							/files/ENCFF241HNR/, /files/ENCFF285DRD/	10832506	ENCODE Processing Pipeline	b66725bc41ec538103f8f9c24eb7af22		https://www.encodeproject.org/files/ENCFF026GIN/@@download/ENCFF026GIN.tsv	V29			released	s3://encode-public/2021/09/15/c29df1a4-9796-4cae-ae21-6f2e05f616e8/ENCFF026GIN.tsv	https://datasetencode.blob.core.windows.net/dataset/2021/09/15/c29df1a4-9796-4cae-ae21-6f2e05f616e8/ENCFF026GIN.tsv?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released		insufficient read depth	
ENCFF323LPC	tsv	tsv		gene quantifications	GRCh38	ENCSR638OAH	polyA plus RNA-seq	/human-donors/ENCDO157PKH/	CL:0001054	CD14-positive monocyte	primary cell	Homo sapiens											polyadenylated mRNA					unstranded	2021-09-21	ENCODE		chemical (Illumina TruSeq)	300-500	1	1_1							/files/ENCFF362CMV/, /files/ENCFF285DRD/	10886803	ENCODE Processing Pipeline	5b7cc1421daf8f5f7102ff5bbc56f7f1		https://www.encodeproject.org/files/ENCFF323LPC/@@download/ENCFF323LPC.tsv	V29			released	s3://encode-public/2021/09/15/4b4c3a5c-366c-46a7-aeee-97a47fe4fa9e/ENCFF323LPC.tsv	https://datasetencode.blob.core.windows.net/dataset/2021/09/15/4b4c3a5c-366c-46a7-aeee-97a47fe4fa9e/ENCFF323LPC.tsv?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released	low read depth		
ENCFF439GEM	tsv	tsv		gene quantifications	GRCh38	ENCSR401DHH	total RNA-seq	/human-donors/ENCDO791UJG/	NTR:0000499	activated CD4-positive, alpha-beta memory T cell	primary cell	Homo sapiens	anti-CD3 and anti-CD28 coated beads, Interleukin-2	10 ng/mL	7 day, 5 day								RNA					reverse	2021-06-17	ENCODE				1	1_1							/files/ENCFF499DRW/, /files/ENCFF285DRD/	11050366	ENCODE Processing Pipeline	1a3a2d0d7d9a8fb790ab246a8625b56e		https://www.encodeproject.org/files/ENCFF439GEM/@@download/ENCFF439GEM.tsv	V29			released	s3://encode-public/2021/05/24/1e410af7-7217-49d1-b991-43a151a99a8c/ENCFF439GEM.tsv	https://datasetencode.blob.core.windows.net/dataset/2021/05/24/1e410af7-7217-49d1-b991-43a151a99a8c/ENCFF439GEM.tsv?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released			
ENCFF499OGD	tsv	tsv		gene quantifications	GRCh38	ENCSR719GYP	total RNA-seq	/human-donors/ENCDO000AAZ/	EFO:0001086	A549	cell line	Homo sapiens	ZK216348	1 μM	4 hour								RNA		Qiagen RNA extraction			reverse	2022-07-14	ENCODE			200-300	2	2_1							/files/ENCFF285DRD/, /files/ENCFF815UPH/	10910556	ENCODE Processing Pipeline	9ad0f7a759d0a252c2a1f6061e2587e1		https://www.encodeproject.org/files/ENCFF499OGD/@@download/ENCFF499OGD.tsv	V29			released	s3://encode-public/2022/05/12/748e6c41-34b1-4a0e-a394-0e2695d954eb/ENCFF499OGD.tsv	https://datasetencode.blob.core.windows.net/dataset/2022/05/12/748e6c41-34b1-4a0e-a394-0e2695d954eb/ENCFF499OGD.tsv?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released	low read depth		
ENCFF242SJZ	tsv	tsv		gene quantifications	GRCh38	ENCSR719GYP	total RNA-seq	/human-donors/ENCDO000AAZ/	EFO:0001086	A549	cell line	Homo sapiens	ZK216348	1 μM	4 hour								RNA		Qiagen RNA extraction			reverse	2022-07-14	ENCODE			200-300	5	5_1							/files/ENCFF285DRD/, /files/ENCFF895PCF/	10917520	ENCODE Processing Pipeline	f69d8b1cb2f09415a26d338cad34b292		https://www.encodeproject.org/files/ENCFF242SJZ/@@download/ENCFF242SJZ.tsv	V29			released	s3://encode-public/2022/05/12/2fb72cbc-b59f-46b8-85cb-c6b6785a7130/ENCFF242SJZ.tsv	https://datasetencode.blob.core.windows.net/dataset/2022/05/12/2fb72cbc-b59f-46b8-85cb-c6b6785a7130/ENCFF242SJZ.tsv?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released	low read depth		
ENCFF171BNT	tsv	tsv		gene quantifications	GRCh38	ENCSR719GYP	total RNA-seq	/human-donors/ENCDO000AAZ/	EFO:0001086	A549	cell line	Homo sapiens	ZK216348	1 μM	4 hour								RNA		Qiagen RNA extraction			reverse	2022-07-14	ENCODE			200-300	1	1_1							/files/ENCFF285DRD/, /files/ENCFF638TMV/	10909170	ENCODE Processing Pipeline	fd1876fc1e1585bfd941f8a05bc98986		https://www.encodeproject.org/files/ENCFF171BNT/@@download/ENCFF171BNT.tsv	V29			released	s3://encode-public/2022/05/12/47295bf1-0e26-46de-9c5f-63ec0327e2a8/ENCFF171BNT.tsv	https://datasetencode.blob.core.windows.net/dataset/2022/05/12/47295bf1-0e26-46de-9c5f-63ec0327e2a8/ENCFF171BNT.tsv?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released	low read depth		
ENCFF191STR	tsv	tsv		gene quantifications	GRCh38	ENCSR719GYP	total RNA-seq	/human-donors/ENCDO000AAZ/	EFO:0001086	A549	cell line	Homo sapiens	ZK216348	1 μM	4 hour								RNA		Qiagen RNA extraction			reverse	2022-07-14	ENCODE			200-300	3	3_1							/files/ENCFF285DRD/, /files/ENCFF841IBC/	10940988	ENCODE Processing Pipeline	76b39b7c850ced1817720dd643dce320		https://www.encodeproject.org/files/ENCFF191STR/@@download/ENCFF191STR.tsv	V29			released	s3://encode-public/2022/05/12/f57d31cb-898b-420a-93a5-ca6f65637c5b/ENCFF191STR.tsv	https://datasetencode.blob.core.windows.net/dataset/2022/05/12/f57d31cb-898b-420a-93a5-ca6f65637c5b/ENCFF191STR.tsv?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released	low read depth		
ENCFF572TPF	tsv	tsv		gene quantifications	GRCh38	ENCSR719GYP	total RNA-seq	/human-donors/ENCDO000AAZ/	EFO:0001086	A549	cell line	Homo sapiens	ZK216348	1 μM	4 hour								RNA		Qiagen RNA extraction			reverse	2022-07-14	ENCODE			200-300	4	4_1							/files/ENCFF285DRD/, /files/ENCFF721RWB/	10947133	ENCODE Processing Pipeline	a7e39ea439a523ca464d419f76b1d2bb		https://www.encodeproject.org/files/ENCFF572TPF/@@download/ENCFF572TPF.tsv	V29			released	s3://encode-public/2022/05/12/630e6d69-927f-47df-b3f0-5a83d45897ab/ENCFF572TPF.tsv	https://datasetencode.blob.core.windows.net/dataset/2022/05/12/630e6d69-927f-47df-b3f0-5a83d45897ab/ENCFF572TPF.tsv?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released	low read depth		
ENCFF918YXO	tsv	tsv		gene quantifications	GRCh38	ENCSR599BTG	total RNA-seq	/human-donors/ENCDO000AAZ/	EFO:0001086	A549	cell line	Homo sapiens	GW870086	1 μM	4 hour								RNA		Qiagen RNA extraction			reverse	2022-07-14	ENCODE			200-300	2	2_1							/files/ENCFF940QAL/, /files/ENCFF285DRD/	10911520	ENCODE Processing Pipeline	a313b0dd91fce58ae32d5343b58e766f		https://www.encodeproject.org/files/ENCFF918YXO/@@download/ENCFF918YXO.tsv	V29			released	s3://encode-public/2022/05/12/8a4699a4-6ab8-4b49-b87a-e19ef7d9005b/ENCFF918YXO.tsv	https://datasetencode.blob.core.windows.net/dataset/2022/05/12/8a4699a4-6ab8-4b49-b87a-e19ef7d9005b/ENCFF918YXO.tsv?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released	low read depth		
ENCFF977ZWB	tsv	tsv		gene quantifications	GRCh38	ENCSR599BTG	total RNA-seq	/human-donors/ENCDO000AAZ/	EFO:0001086	A549	cell line	Homo sapiens	GW870086	1 μM	4 hour								RNA		Qiagen RNA extraction			reverse	2022-07-14	ENCODE			200-300	1	1_1							/files/ENCFF170RGT/, /files/ENCFF285DRD/	10920718	ENCODE Processing Pipeline	f9099b646d799442f8b0ff5ab8b2fb65		https://www.encodeproject.org/files/ENCFF977ZWB/@@download/ENCFF977ZWB.tsv	V29			released	s3://encode-public/2022/05/12/2eed190f-9b1c-4b0b-a964-74cff375aae0/ENCFF977ZWB.tsv	https://datasetencode.blob.core.windows.net/dataset/2022/05/12/2eed190f-9b1c-4b0b-a964-74cff375aae0/ENCFF977ZWB.tsv?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released	low read depth		
ENCFF649XPY	tsv	tsv		gene quantifications	GRCh38	ENCSR599BTG	total RNA-seq	/human-donors/ENCDO000AAZ/	EFO:0001086	A549	cell line	Homo sapiens	GW870086	1 μM	4 hour								RNA		Qiagen RNA extraction			reverse	2022-07-14	ENCODE			200-300	4	4_1							/files/ENCFF760HTW/, /files/ENCFF285DRD/	10950328	ENCODE Processing Pipeline	2aa81fdadfaadd32dcfffdbbf57b64cb		https://www.encodeproject.org/files/ENCFF649XPY/@@download/ENCFF649XPY.tsv	V29			released	s3://encode-public/2022/05/12/20c6769f-d5f8-449a-b31f-db984f6af010/ENCFF649XPY.tsv	https://datasetencode.blob.core.windows.net/dataset/2022/05/12/20c6769f-d5f8-449a-b31f-db984f6af010/ENCFF649XPY.tsv?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released	low read depth		
ENCFF791GZG	tsv	tsv		gene quantifications	GRCh38	ENCSR599BTG	total RNA-seq	/human-donors/ENCDO000AAZ/	EFO:0001086	A549	cell line	Homo sapiens	GW870086	1 μM	4 hour								RNA		Qiagen RNA extraction			reverse	2022-07-14	ENCODE			200-300	3	3_1							/files/ENCFF456XVX/, /files/ENCFF285DRD/	10948643	ENCODE Processing Pipeline	8be2ddae83da7f4734e366cc8a7fd76d		https://www.encodeproject.org/files/ENCFF791GZG/@@download/ENCFF791GZG.tsv	V29			released	s3://encode-public/2022/05/12/7ffff302-a36d-4718-8897-27cbd8799c3c/ENCFF791GZG.tsv	https://datasetencode.blob.core.windows.net/dataset/2022/05/12/7ffff302-a36d-4718-8897-27cbd8799c3c/ENCFF791GZG.tsv?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released	low read depth		
ENCFF992RHI	tsv	tsv		gene quantifications	GRCh38	ENCSR599BTG	total RNA-seq	/human-donors/ENCDO000AAZ/	EFO:0001086	A549	cell line	Homo sapiens	GW870086	1 μM	4 hour								RNA		Qiagen RNA extraction			reverse	2022-07-14	ENCODE			200-300	5	5_1							/files/ENCFF173GHR/, /files/ENCFF285DRD/	10939877	ENCODE Processing Pipeline	87406104c929b2f0e386cfff25c16444		https://www.encodeproject.org/files/ENCFF992RHI/@@download/ENCFF992RHI.tsv	V29			released	s3://encode-public/2022/05/12/04745866-5f21-426d-b16c-b08ec6aa7892/ENCFF992RHI.tsv	https://datasetencode.blob.core.windows.net/dataset/2022/05/12/04745866-5f21-426d-b16c-b08ec6aa7892/ENCFF992RHI.tsv?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released	low read depth		
ENCFF328YIW	tsv	tsv		gene quantifications	GRCh38	ENCSR414IGI	total RNA-seq	/human-donors/ENCDO000AAZ/	EFO:0001086	A549	cell line	Homo sapiens	DMSO	1 μM	4 hour								RNA		Qiagen RNA extraction			reverse	2022-07-14	ENCODE			200-300	2	2_1							/files/ENCFF123TOZ/, /files/ENCFF285DRD/	10958573	ENCODE Processing Pipeline	7c9523538ee121b7b9f85da2759f167c		https://www.encodeproject.org/files/ENCFF328YIW/@@download/ENCFF328YIW.tsv	V29			released	s3://encode-public/2022/05/12/2918eb74-ec0b-4229-b96a-38055f7ac571/ENCFF328YIW.tsv	https://datasetencode.blob.core.windows.net/dataset/2022/05/12/2918eb74-ec0b-4229-b96a-38055f7ac571/ENCFF328YIW.tsv?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released	low read depth		
ENCFF697YYW	tsv	tsv		gene quantifications	GRCh38	ENCSR414IGI	total RNA-seq	/human-donors/ENCDO000AAZ/	EFO:0001086	A549	cell line	Homo sapiens	DMSO	1 μM	4 hour								RNA		Qiagen RNA extraction			reverse	2022-07-14	ENCODE			200-300	4	4_1							/files/ENCFF718XHF/, /files/ENCFF285DRD/	10966338	ENCODE Processing Pipeline	3766d6543d5932f1564af95070aa78d2		https://www.encodeproject.org/files/ENCFF697YYW/@@download/ENCFF697YYW.tsv	V29			released	s3://encode-public/2022/05/12/d49db93f-a24d-43d5-9405-a6e59a7017b4/ENCFF697YYW.tsv	https://datasetencode.blob.core.windows.net/dataset/2022/05/12/d49db93f-a24d-43d5-9405-a6e59a7017b4/ENCFF697YYW.tsv?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released	low read depth		
ENCFF477TRE	tsv	tsv		gene quantifications	GRCh38	ENCSR414IGI	total RNA-seq	/human-donors/ENCDO000AAZ/	EFO:0001086	A549	cell line	Homo sapiens	DMSO	1 μM	4 hour								RNA		Qiagen RNA extraction			reverse	2022-07-14	ENCODE			200-300	5	5_1							/files/ENCFF366VKW/, /files/ENCFF285DRD/	10945209	ENCODE Processing Pipeline	ab874be253aa381a4fc7d7f1d81a1804		https://www.encodeproject.org/files/ENCFF477TRE/@@download/ENCFF477TRE.tsv	V29			released	s3://encode-public/2022/05/12/63b83129-1763-4b8e-8742-5f1435510218/ENCFF477TRE.tsv	https://datasetencode.blob.core.windows.net/dataset/2022/05/12/63b83129-1763-4b8e-8742-5f1435510218/ENCFF477TRE.tsv?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released	low read depth		
ENCFF799PDP	tsv	tsv		gene quantifications	GRCh38	ENCSR414IGI	total RNA-seq	/human-donors/ENCDO000AAZ/	EFO:0001086	A549	cell line	Homo sapiens	DMSO	1 μM	4 hour								RNA		Qiagen RNA extraction			reverse	2022-07-14	ENCODE			200-300	1	1_1							/files/ENCFF799ISC/, /files/ENCFF285DRD/	10899134	ENCODE Processing Pipeline	eba312cdece65ef01a03e2ccc7a077d5		https://www.encodeproject.org/files/ENCFF799PDP/@@download/ENCFF799PDP.tsv	V29			released	s3://encode-public/2022/05/12/407e4102-4b4d-416f-89eb-db34f8788fb0/ENCFF799PDP.tsv	https://datasetencode.blob.core.windows.net/dataset/2022/05/12/407e4102-4b4d-416f-89eb-db34f8788fb0/ENCFF799PDP.tsv?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released	low read depth		
ENCFF024DUU	tsv	tsv		gene quantifications	GRCh38	ENCSR414IGI	total RNA-seq	/human-donors/ENCDO000AAZ/	EFO:0001086	A549	cell line	Homo sapiens	DMSO	1 μM	4 hour								RNA		Qiagen RNA extraction			reverse	2022-07-14	ENCODE			200-300	3	3_1							/files/ENCFF510FKG/, /files/ENCFF285DRD/	10968868	ENCODE Processing Pipeline	8c1a7eb967d583abd62b826a09df8eb7		https://www.encodeproject.org/files/ENCFF024DUU/@@download/ENCFF024DUU.tsv	V29			released	s3://encode-public/2022/05/12/8140790c-9de9-4f7c-b063-4dacc328915c/ENCFF024DUU.tsv	https://datasetencode.blob.core.windows.net/dataset/2022/05/12/8140790c-9de9-4f7c-b063-4dacc328915c/ENCFF024DUU.tsv?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released	low read depth		
ENCFF009AKE	tsv	tsv		gene quantifications	GRCh38	ENCSR789PJB	total RNA-seq	/human-donors/ENCDO877NVF/	UBERON:0006483	middle frontal area 46	tissue	Homo sapiens											RNA					reverse	2022-04-29	ENCODE				1	1_1							/files/ENCFF285DRD/, /files/ENCFF928YLX/	11028446	ENCODE Processing Pipeline	71ac4d29f5bdc2b972a80501ba1e8f13		https://www.encodeproject.org/files/ENCFF009AKE/@@download/ENCFF009AKE.tsv	V29			released	s3://encode-public/2022/04/14/fe63b02d-072e-4a2e-96f2-db89ab853fe4/ENCFF009AKE.tsv	https://datasetencode.blob.core.windows.net/dataset/2022/04/14/fe63b02d-072e-4a2e-96f2-db89ab853fe4/ENCFF009AKE.tsv?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released			
ENCFF912LYR	tsv	tsv		gene quantifications	GRCh38	ENCSR648JOK	total RNA-seq	/human-donors/ENCDO258GJF/	UBERON:0006483	middle frontal area 46	tissue	Homo sapiens											RNA					reverse	2022-03-28	ENCODE				1	1_1							/files/ENCFF285DRD/, /files/ENCFF890EAM/	10996784	ENCODE Processing Pipeline	cff4d73580352abf190d06e37b04ba84		https://www.encodeproject.org/files/ENCFF912LYR/@@download/ENCFF912LYR.tsv	V29			released	s3://encode-public/2022/03/09/589e05a6-5599-4983-acc8-9c0666faf974/ENCFF912LYR.tsv	https://datasetencode.blob.core.windows.net/dataset/2022/03/09/589e05a6-5599-4983-acc8-9c0666faf974/ENCFF912LYR.tsv?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released			
ENCFF417ERE	tsv	tsv		gene quantifications	GRCh38	ENCSR158VWD	total RNA-seq	/human-donors/ENCDO093CLS/	UBERON:0006483	middle frontal area 46	tissue	Homo sapiens											RNA					reverse	2022-06-03	ENCODE				1	1_1							/files/ENCFF866KRA/, /files/ENCFF285DRD/	10994811	ENCODE Processing Pipeline	ca3ee78155141ef6eddb502094b479da		https://www.encodeproject.org/files/ENCFF417ERE/@@download/ENCFF417ERE.tsv	V29			released	s3://encode-public/2022/05/13/ae075903-5771-443e-9005-98e462a9ce95/ENCFF417ERE.tsv	https://datasetencode.blob.core.windows.net/dataset/2022/05/13/ae075903-5771-443e-9005-98e462a9ce95/ENCFF417ERE.tsv?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released			
ENCFF785OAV	tsv	tsv		gene quantifications	GRCh38	ENCSR033XWU	total RNA-seq	/human-donors/ENCDO394DKX/	CL:0000624	CD4-positive, alpha-beta T cell	primary cell	Homo sapiens											RNA					reverse	2021-06-17	ENCODE				1	1_1							/files/ENCFF665MWT/, /files/ENCFF285DRD/	11032204	ENCODE Processing Pipeline	9f50de4701bfe6e7bc7474dbee94e4b7		https://www.encodeproject.org/files/ENCFF785OAV/@@download/ENCFF785OAV.tsv	V29			released	s3://encode-public/2021/05/24/36d5310a-df3d-4ffa-ac81-923611ffb4f5/ENCFF785OAV.tsv	https://datasetencode.blob.core.windows.net/dataset/2021/05/24/36d5310a-df3d-4ffa-ac81-923611ffb4f5/ENCFF785OAV.tsv?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released			
ENCFF031NRM	tsv	tsv		gene quantifications	GRCh38	ENCSR758MWM	total RNA-seq	/human-donors/ENCDO882UJI/	EFO:0009747	WTC11	cell line	Homo sapiens	CHIR 99021	7.5 μM	48 hour								RNA					unstranded	2022-07-22	ENCODE				2	2_1							/files/ENCFF285DRD/, /files/ENCFF072TQC/	11001495	ENCODE Processing Pipeline	39eaeba7b9ac35db38f4ca1d6579983e		https://www.encodeproject.org/files/ENCFF031NRM/@@download/ENCFF031NRM.tsv	V29			released	s3://encode-public/2022/01/04/b64fa49a-7038-4aab-aba1-a08e3f0a49bf/ENCFF031NRM.tsv	https://datasetencode.blob.core.windows.net/dataset/2022/01/04/b64fa49a-7038-4aab-aba1-a08e3f0a49bf/ENCFF031NRM.tsv?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released		insufficient read depth, insufficient read length, missing spikeins	
ENCFF178AOB	tsv	tsv		gene quantifications	GRCh38	ENCSR758MWM	total RNA-seq	/human-donors/ENCDO882UJI/	EFO:0009747	WTC11	cell line	Homo sapiens	CHIR 99021	7.5 μM	48 hour								RNA					unstranded	2022-07-22	ENCODE				1	1_1							/files/ENCFF139HZW/, /files/ENCFF285DRD/	11017442	ENCODE Processing Pipeline	29ec477cd3c64f6e273c6e61a63eddaa		https://www.encodeproject.org/files/ENCFF178AOB/@@download/ENCFF178AOB.tsv	V29			released	s3://encode-public/2022/01/04/4f02fdc0-1bad-4eed-bf89-4bf5f4d5080c/ENCFF178AOB.tsv	https://datasetencode.blob.core.windows.net/dataset/2022/01/04/4f02fdc0-1bad-4eed-bf89-4bf5f4d5080c/ENCFF178AOB.tsv?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released		insufficient read depth, insufficient read length, missing spikeins	
ENCFF278HPR	tsv	tsv		gene quantifications	GRCh38	ENCSR642FZN	total RNA-seq	/human-donors/ENCDO183VJV/	UBERON:0006483	middle frontal area 46	tissue	Homo sapiens											RNA					reverse	2022-06-07	ENCODE				1	1_1							/files/ENCFF285DRD/, /files/ENCFF566RSL/	11000205	ENCODE Processing Pipeline	a0572f5b66df6145bf1a1a108579a9f3		https://www.encodeproject.org/files/ENCFF278HPR/@@download/ENCFF278HPR.tsv	V29			released	s3://encode-public/2022/06/04/c1fb1f12-1231-4e23-8b94-733797bb87d0/ENCFF278HPR.tsv	https://datasetencode.blob.core.windows.net/dataset/2022/06/04/c1fb1f12-1231-4e23-8b94-733797bb87d0/ENCFF278HPR.tsv?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released			
ENCFF703FJF	tsv	tsv		gene quantifications	GRCh38	ENCSR499AEH	total RNA-seq	/human-donors/ENCDO371BAE/	CL:0000100	motor neuron	in vitro differentiated cells	Homo sapiens											RNA					unstranded	2022-04-05	ENCODE			300-600	1	1_1							/files/ENCFF285DRD/, /files/ENCFF446DLO/	10876380	ENCODE Processing Pipeline	470dfc6486519ad0a430e2b25c11850c		https://www.encodeproject.org/files/ENCFF703FJF/@@download/ENCFF703FJF.tsv	V29			released	s3://encode-public/2022/02/12/9467c47c-29c1-4cc0-8f09-8bc186b33824/ENCFF703FJF.tsv	https://datasetencode.blob.core.windows.net/dataset/2022/02/12/9467c47c-29c1-4cc0-8f09-8bc186b33824/ENCFF703FJF.tsv?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.4 GRCh38 V29	released			
