	annot_gene_id	gid	length	biotype	biotype_category	detected
3808	ENSG00000111087.9	ENSG00000111087.9	12127	protein_coding	protein_coding	True
3809	ENSG00000111110.11	ENSG00000111110.11	291055	protein_coding	protein_coding	True
3810	ENSG00000111142.13	ENSG00000111142.13	42319	protein_coding	protein_coding	True
3811	ENSG00000111144.9	ENSG00000111144.9	42692	protein_coding	protein_coding	True
3812	ENSG00000111145.7	ENSG00000111145.7	75453	protein_coding	protein_coding	True
3813	ENSG00000111181.12	ENSG00000111181.12	24493	protein_coding	protein_coding	True
3814	ENSG00000111186.12	ENSG00000111186.12	117352	protein_coding	protein_coding	True
3815	ENSG00000111196.9	ENSG00000111196.9	9433	protein_coding	protein_coding	True
3816	ENSG00000111199.10	ENSG00000111199.10	50316	protein_coding	protein_coding	True
3817	ENSG00000111203.12	ENSG00000111203.12	47169	protein_coding	protein_coding	True
3818	ENSG00000111206.12	ENSG00000111206.12	19474	protein_coding	protein_coding	True
3819	ENSG00000111215.12	ENSG00000111215.12	3626	protein_coding	protein_coding	True
3820	ENSG00000111218.11	ENSG00000111218.11	212624	protein_coding	protein_coding	True
3821	ENSG00000111224.13	ENSG00000111224.13	82401	protein_coding	protein_coding	True
3822	ENSG00000111229.15	ENSG00000111229.15	15597	protein_coding	protein_coding	True
3823	ENSG00000111231.8	ENSG00000111231.8	16784	protein_coding	protein_coding	True
3824	ENSG00000111237.18	ENSG00000111237.18	11020	protein_coding	protein_coding	True
3825	ENSG00000111241.2	ENSG00000111241.2	17459	protein_coding	protein_coding	True
3826	ENSG00000111245.14	ENSG00000111245.14	9903	protein_coding	protein_coding	True
3827	ENSG00000111247.14	ENSG00000111247.14	21250	protein_coding	protein_coding	True
3828	ENSG00000111249.13	ENSG00000111249.13	316530	protein_coding	protein_coding	True
3829	ENSG00000111252.10	ENSG00000111252.10	45675	protein_coding	protein_coding	True
3830	ENSG00000111254.7	ENSG00000111254.7	33539	protein_coding	protein_coding	True
3831	ENSG00000111261.13	ENSG00000111261.13	24485	protein_coding	protein_coding	True
3832	ENSG00000111262.6	ENSG00000111262.6	8351	protein_coding	protein_coding	True
3833	ENSG00000111266.8	ENSG00000111266.8	88173	protein_coding	protein_coding	True
3834	ENSG00000111269.2	ENSG00000111269.2	33281	protein_coding	protein_coding	True
3835	ENSG00000111271.14	ENSG00000111271.14	71051	protein_coding	protein_coding	True
3836	ENSG00000111275.12	ENSG00000111275.12	50642	protein_coding	protein_coding	True
3837	ENSG00000111276.10	ENSG00000111276.10	7313	protein_coding	protein_coding	True
3838	ENSG00000111291.8	ENSG00000111291.8	11372	protein_coding	protein_coding	True
3839	ENSG00000111300.9	ENSG00000111300.9	82333	protein_coding	protein_coding	True
3840	ENSG00000111305.18	ENSG00000111305.18	20123	protein_coding	protein_coding	True
3841	ENSG00000111319.12	ENSG00000111319.12	30887	protein_coding	protein_coding	True
3842	ENSG00000111321.10	ENSG00000111321.10	16526	protein_coding	protein_coding	True
3843	ENSG00000111325.16	ENSG00000111325.16	5463	protein_coding	protein_coding	True
3844	ENSG00000111328.6	ENSG00000111328.6	11363	protein_coding	protein_coding	True
3845	ENSG00000111331.12	ENSG00000111331.12	34897	protein_coding	protein_coding	True
3846	ENSG00000111335.12	ENSG00000111335.12	33328	protein_coding	protein_coding	True
3847	ENSG00000111339.11	ENSG00000111339.11	17964	protein_coding	protein_coding	True
3848	ENSG00000111341.9	ENSG00000111341.9	4745	protein_coding	protein_coding	True
3849	ENSG00000111344.11	ENSG00000111344.11	37420	protein_coding	protein_coding	True
3850	ENSG00000111348.8	ENSG00000111348.8	19711	protein_coding	protein_coding	True
3851	ENSG00000111358.13	ENSG00000111358.13	28867	protein_coding	protein_coding	True
3852	ENSG00000111361.12	ENSG00000111361.12	13360	protein_coding	protein_coding	True
3853	ENSG00000111364.15	ENSG00000111364.15	18864	protein_coding	protein_coding	True
3854	ENSG00000111371.15	ENSG00000111371.15	86954	protein_coding	protein_coding	True
3855	ENSG00000111404.6	ENSG00000111404.6	239238	protein_coding	protein_coding	True
3856	ENSG00000111405.8	ENSG00000111405.8	15833	protein_coding	protein_coding	True
3857	ENSG00000111412.5	ENSG00000111412.5	27885	protein_coding	protein_coding	True
3858	ENSG00000111424.10	ENSG00000111424.10	101511	protein_coding	protein_coding	True
3859	ENSG00000111432.4	ENSG00000111432.4	3281	protein_coding	protein_coding	True
3860	ENSG00000111445.13	ENSG00000111445.13	19542	protein_coding	protein_coding	True
3861	ENSG00000111450.13	ENSG00000111450.13	49666	protein_coding	protein_coding	True
3862	ENSG00000111452.12	ENSG00000111452.12	187562	protein_coding	protein_coding	True
3863	ENSG00000111481.9	ENSG00000111481.9	50647	protein_coding	protein_coding	True
3864	ENSG00000111490.13	ENSG00000111490.13	100516	protein_coding	protein_coding	True
3865	ENSG00000111530.12	ENSG00000111530.12	50670	protein_coding	protein_coding	True
3866	ENSG00000111536.4	ENSG00000111536.4	24470	protein_coding	protein_coding	True
3867	ENSG00000111537.4	ENSG00000111537.4	4979	protein_coding	protein_coding	True
3868	ENSG00000111540.15	ENSG00000111540.15	22770	protein_coding	protein_coding	True
3869	ENSG00000111554.14	ENSG00000111554.14	59938	protein_coding	protein_coding	True
3870	ENSG00000111581.9	ENSG00000111581.9	59075	protein_coding	protein_coding	True
3871	ENSG00000111596.12	ENSG00000111596.12	111999	protein_coding	protein_coding	True
3872	ENSG00000111602.11	ENSG00000111602.11	33030	protein_coding	protein_coding	True
3873	ENSG00000111605.17	ENSG00000111605.17	34821	protein_coding	protein_coding	True
3874	ENSG00000111615.13	ENSG00000111615.13	20775	protein_coding	protein_coding	True
3875	ENSG00000111639.7	ENSG00000111639.7	1955	protein_coding	protein_coding	True
3876	ENSG00000111640.14	ENSG00000111640.14	4447	protein_coding	protein_coding	True
3877	ENSG00000111641.11	ENSG00000111641.11	11828	protein_coding	protein_coding	True
3878	ENSG00000111642.15	ENSG00000111642.15	44442	protein_coding	protein_coding	True
3879	ENSG00000111644.7	ENSG00000111644.7	9385	protein_coding	protein_coding	True
3880	ENSG00000111647.12	ENSG00000111647.12	114393	protein_coding	protein_coding	True
3881	ENSG00000111652.9	ENSG00000111652.9	8134	protein_coding	protein_coding	True
3882	ENSG00000111653.19	ENSG00000111653.19	12868	protein_coding	protein_coding	True
3883	ENSG00000111664.10	ENSG00000111664.10	7439	protein_coding	protein_coding	True
3884	ENSG00000111665.11	ENSG00000111665.11	7273	protein_coding	protein_coding	True
3885	ENSG00000111666.10	ENSG00000111666.10	47193	protein_coding	protein_coding	True
3886	ENSG00000111667.13	ENSG00000111667.13	14504	protein_coding	protein_coding	True
3887	ENSG00000111669.14	ENSG00000111669.14	3829	protein_coding	protein_coding	True
3888	ENSG00000111670.15	ENSG00000111670.15	85441	protein_coding	protein_coding	True
3889	ENSG00000111671.9	ENSG00000111671.9	18423	protein_coding	protein_coding	True
3890	ENSG00000111674.8	ENSG00000111674.8	9953	protein_coding	protein_coding	True
3891	ENSG00000111676.14	ENSG00000111676.14	17858	protein_coding	protein_coding	True
3892	ENSG00000111678.10	ENSG00000111678.10	3025	protein_coding	protein_coding	True
3893	ENSG00000111679.16	ENSG00000111679.16	14848	protein_coding	protein_coding	True
3894	ENSG00000111684.10	ENSG00000111684.10	42324	protein_coding	protein_coding	True
3895	ENSG00000111696.11	ENSG00000111696.11	70744	protein_coding	protein_coding	True
3896	ENSG00000111700.12	ENSG00000111700.12	106209	protein_coding	protein_coding	True
3897	ENSG00000111701.6	ENSG00000111701.6	16503	protein_coding	protein_coding	True
3898	ENSG00000111704.10	ENSG00000111704.10	11347	protein_coding	protein_coding	True
3899	ENSG00000111707.11	ENSG00000111707.11	41651	protein_coding	protein_coding	True
3900	ENSG00000111711.9	ENSG00000111711.9	16627	protein_coding	protein_coding	True
3901	ENSG00000111713.2	ENSG00000111713.2	68658	protein_coding	protein_coding	True
3902	ENSG00000111716.12	ENSG00000111716.12	122515	protein_coding	protein_coding	True
3903	ENSG00000111725.10	ENSG00000111725.10	13877	protein_coding	protein_coding	True
3904	ENSG00000111726.12	ENSG00000111726.12	19500	protein_coding	protein_coding	True
3905	ENSG00000111727.11	ENSG00000111727.11	42067	protein_coding	protein_coding	True
3906	ENSG00000111728.10	ENSG00000111728.10	373268	protein_coding	protein_coding	True
3907	ENSG00000111729.14	ENSG00000111729.14	14975	protein_coding	protein_coding	True
3908	ENSG00000111731.12	ENSG00000111731.12	95963	protein_coding	protein_coding	True
3909	ENSG00000111732.10	ENSG00000111732.10	10705	protein_coding	protein_coding	True
3910	ENSG00000111737.11	ENSG00000111737.11	22407	protein_coding	protein_coding	True
3911	ENSG00000111752.10	ENSG00000111752.10	27571	protein_coding	protein_coding	True
3912	ENSG00000111775.2	ENSG00000111775.2	2652	protein_coding	protein_coding	True
3913	ENSG00000111780.8	ENSG00000111780.8	21808	protein_coding	protein_coding	True
3914	ENSG00000111783.12	ENSG00000111783.12	179896	protein_coding	protein_coding	True
3915	ENSG00000111785.19	ENSG00000111785.19	114721	protein_coding	protein_coding	True
3916	ENSG00000111786.8	ENSG00000111786.8	8125	protein_coding	protein_coding	True
3917	ENSG00000111788.10	ENSG00000111788.10	36006	unprocessed_pseudogene	pseudogene	True
3918	ENSG00000111790.13	ENSG00000111790.13	28267	protein_coding	protein_coding	True
3919	ENSG00000111796.3	ENSG00000111796.3	13335	protein_coding	protein_coding	True
3920	ENSG00000111799.20	ENSG00000111799.20	121725	protein_coding	protein_coding	True
3921	ENSG00000111801.15	ENSG00000111801.15	12943	protein_coding	protein_coding	True
3922	ENSG00000111802.13	ENSG00000111802.13	17056	protein_coding	protein_coding	True
3923	ENSG00000111816.7	ENSG00000111816.7	129609	protein_coding	protein_coding	True
3924	ENSG00000111817.17	ENSG00000111817.17	190687	protein_coding	protein_coding	True
3925	ENSG00000111832.12	ENSG00000111832.12	26308	protein_coding	protein_coding	True
3926	ENSG00000111834.12	ENSG00000111834.12	16506	protein_coding	protein_coding	True
3927	ENSG00000111837.11	ENSG00000111837.11	75832	protein_coding	protein_coding	True
3928	ENSG00000111843.13	ENSG00000111843.13	8214	protein_coding	protein_coding	True
3929	ENSG00000111845.4	ENSG00000111845.4	15087	protein_coding	protein_coding	True
3930	ENSG00000111846.17	ENSG00000111846.17	137145	protein_coding	protein_coding	True
3931	ENSG00000111850.10	ENSG00000111850.10	77166	protein_coding	protein_coding	True
3932	ENSG00000111859.16	ENSG00000111859.16	199050	protein_coding	protein_coding	True
3933	ENSG00000111860.13	ENSG00000111860.13	249303	protein_coding	protein_coding	True
3934	ENSG00000111863.12	ENSG00000111863.12	94992	protein_coding	protein_coding	True
3935	ENSG00000111875.7	ENSG00000111875.7	14947	protein_coding	protein_coding	True
3936	ENSG00000111877.17	ENSG00000111877.17	121720	protein_coding	protein_coding	True
3937	ENSG00000111879.19	ENSG00000111879.19	189624	protein_coding	protein_coding	True
3938	ENSG00000111880.15	ENSG00000111880.15	353449	protein_coding	protein_coding	True
3939	ENSG00000111885.6	ENSG00000111885.6	172552	protein_coding	protein_coding	True
3940	ENSG00000111886.10	ENSG00000111886.10	58091	protein_coding	protein_coding	True
3941	ENSG00000111897.6	ENSG00000111897.6	28468	protein_coding	protein_coding	True
3942	ENSG00000111906.17	ENSG00000111906.17	82116	protein_coding	protein_coding	True
3943	ENSG00000111907.20	ENSG00000111907.20	145358	protein_coding	protein_coding	True
3944	ENSG00000111911.6	ENSG00000111911.6	23463	protein_coding	protein_coding	True
3945	ENSG00000111912.19	ENSG00000111912.19	150869	protein_coding	protein_coding	True
3946	ENSG00000111913.18	ENSG00000111913.18	237889	protein_coding	protein_coding	True
3947	ENSG00000111961.17	ENSG00000111961.17	279746	protein_coding	protein_coding	True
3948	ENSG00000111962.7	ENSG00000111962.7	329662	protein_coding	protein_coding	True
3949	ENSG00000111981.4	ENSG00000111981.4	9703	protein_coding	protein_coding	True
3950	ENSG00000112029.9	ENSG00000112029.9	13060	protein_coding	protein_coding	True
3951	ENSG00000112031.15	ENSG00000112031.15	15323	protein_coding	protein_coding	True
3952	ENSG00000112033.13	ENSG00000112033.13	85633	protein_coding	protein_coding	True
3953	ENSG00000112038.17	ENSG00000112038.17	236371	protein_coding	protein_coding	True
3954	ENSG00000112039.4	ENSG00000112039.4	14747	protein_coding	protein_coding	True
3955	ENSG00000112041.12	ENSG00000112041.12	15064	protein_coding	protein_coding	True
3956	ENSG00000112053.13	ENSG00000112053.13	81354	protein_coding	protein_coding	True
3957	ENSG00000112062.10	ENSG00000112062.10	83559	protein_coding	protein_coding	True
3958	ENSG00000112077.16	ENSG00000112077.16	31726	protein_coding	protein_coding	True
3959	ENSG00000112078.13	ENSG00000112078.13	48376	protein_coding	protein_coding	True
3960	ENSG00000112079.8	ENSG00000112079.8	53578	protein_coding	protein_coding	True
3961	ENSG00000112081.16	ENSG00000112081.16	11247	protein_coding	protein_coding	True
3962	ENSG00000112096.17	ENSG00000112096.17	76129	protein_coding	protein_coding	True
3963	ENSG00000112110.9	ENSG00000112110.9	8624	protein_coding	protein_coding	True
3964	ENSG00000112118.18	ENSG00000112118.18	20872	protein_coding	protein_coding	True
3965	ENSG00000112130.16	ENSG00000112130.16	40766	protein_coding	protein_coding	True
3966	ENSG00000112137.17	ENSG00000112137.17	573679	protein_coding	protein_coding	True
3967	ENSG00000112139.15	ENSG00000112139.15	68627	protein_coding	protein_coding	True
3968	ENSG00000112144.15	ENSG00000112144.15	60523	protein_coding	protein_coding	True
3969	ENSG00000112146.16	ENSG00000112146.16	48882	protein_coding	protein_coding	True
3970	ENSG00000112149.9	ENSG00000112149.9	19662	protein_coding	protein_coding	True
3971	ENSG00000112159.11	ENSG00000112159.11	177224	protein_coding	protein_coding	True
3972	ENSG00000112164.5	ENSG00000112164.5	38945	protein_coding	protein_coding	True
3973	ENSG00000112167.9	ENSG00000112167.9	11125	protein_coding	protein_coding	True
3974	ENSG00000112175.7	ENSG00000112175.7	121919	protein_coding	protein_coding	True
3975	ENSG00000112182.14	ENSG00000112182.14	370379	protein_coding	protein_coding	True
3976	ENSG00000112183.14	ENSG00000112183.14	12529	protein_coding	protein_coding	True
3977	ENSG00000112186.11	ENSG00000112186.11	164576	protein_coding	protein_coding	True
3978	ENSG00000112195.8	ENSG00000112195.8	10917	protein_coding	protein_coding	True
3979	ENSG00000112200.16	ENSG00000112200.16	83463	protein_coding	protein_coding	True
3980	ENSG00000112208.11	ENSG00000112208.11	17507	protein_coding	protein_coding	True
3981	ENSG00000112210.11	ENSG00000112210.11	35322	protein_coding	protein_coding	True
3982	ENSG00000112214.10	ENSG00000112214.10	54088	protein_coding	protein_coding	True
3983	ENSG00000112218.8	ENSG00000112218.8	43337	protein_coding	protein_coding	True
3984	ENSG00000112232.8	ENSG00000112232.8	606267	protein_coding	protein_coding	True
3985	ENSG00000112234.8	ENSG00000112234.8	79468	protein_coding	protein_coding	True
3986	ENSG00000112237.12	ENSG00000112237.12	26593	protein_coding	protein_coding	True
3987	ENSG00000112238.11	ENSG00000112238.11	8848	protein_coding	protein_coding	True
3988	ENSG00000112242.14	ENSG00000112242.14	91809	protein_coding	protein_coding	True
3989	ENSG00000112245.11	ENSG00000112245.11	61631	protein_coding	protein_coding	True
3990	ENSG00000112246.9	ENSG00000112246.9	79914	protein_coding	protein_coding	True
3991	ENSG00000112249.13	ENSG00000112249.13	373178	protein_coding	protein_coding	True
3992	ENSG00000112273.6	ENSG00000112273.6	2173	protein_coding	protein_coding	True
3993	ENSG00000112276.13	ENSG00000112276.13	40352	protein_coding	protein_coding	True
3994	ENSG00000112280.16	ENSG00000112280.16	88022	protein_coding	protein_coding	True
3995	ENSG00000112282.17	ENSG00000112282.17	54263	protein_coding	protein_coding	True
3996	ENSG00000112290.12	ENSG00000112290.12	80185	protein_coding	protein_coding	True
3997	ENSG00000112293.14	ENSG00000112293.14	70640	protein_coding	protein_coding	True
3998	ENSG00000112294.12	ENSG00000112294.12	42355	protein_coding	protein_coding	True
3999	ENSG00000112297.14	ENSG00000112297.14	211170	protein_coding	protein_coding	True
4000	ENSG00000112299.7	ENSG00000112299.7	32459	protein_coding	protein_coding	True
4001	ENSG00000112303.13	ENSG00000112303.13	19589	protein_coding	protein_coding	True
4002	ENSG00000112304.10	ENSG00000112304.10	38030	protein_coding	protein_coding	True
4003	ENSG00000112305.14	ENSG00000112305.14	194239	protein_coding	protein_coding	True
4004	ENSG00000112306.7	ENSG00000112306.7	3123	protein_coding	protein_coding	True
4005	ENSG00000112308.12	ENSG00000112308.12	15975	protein_coding	protein_coding	True
4006	ENSG00000112309.10	ENSG00000112309.10	100359	protein_coding	protein_coding	True
4007	ENSG00000112312.9	ENSG00000112312.9	11168	protein_coding	protein_coding	True
4008	ENSG00000112319.18	ENSG00000112319.18	291522	protein_coding	protein_coding	True
4009	ENSG00000112320.11	ENSG00000112320.11	170209	protein_coding	protein_coding	True
4010	ENSG00000112333.11	ENSG00000112333.11	22751	protein_coding	protein_coding	True
4011	ENSG00000112335.14	ENSG00000112335.14	50038	protein_coding	protein_coding	True
4012	ENSG00000112337.10	ENSG00000112337.10	17972	protein_coding	protein_coding	True
4013	ENSG00000112339.14	ENSG00000112339.14	142678	protein_coding	protein_coding	True
4014	ENSG00000112343.10	ENSG00000112343.10	28424	protein_coding	protein_coding	True
4015	ENSG00000112357.12	ENSG00000112357.12	91373	protein_coding	protein_coding	True
4016	ENSG00000112365.4	ENSG00000112365.4	20643	protein_coding	protein_coding	True
4017	ENSG00000112367.10	ENSG00000112367.10	134116	protein_coding	protein_coding	True
4018	ENSG00000112378.11	ENSG00000112378.11	19006	protein_coding	protein_coding	True
4019	ENSG00000112379.8	ENSG00000112379.8	182742	protein_coding	protein_coding	True
4020	ENSG00000112394.16	ENSG00000112394.16	143691	protein_coding	protein_coding	True
4021	ENSG00000112406.4	ENSG00000112406.4	45690	protein_coding	protein_coding	True
4022	ENSG00000112414.14	ENSG00000112414.14	144412	protein_coding	protein_coding	True
4023	ENSG00000112419.14	ENSG00000112419.14	294340	protein_coding	protein_coding	True
4024	ENSG00000112425.14	ENSG00000112425.14	353488	protein_coding	protein_coding	True
4025	ENSG00000112473.17	ENSG00000112473.17	3994	protein_coding	protein_coding	True
4026	ENSG00000112486.16	ENSG00000112486.16	27889	protein_coding	protein_coding	True
4027	ENSG00000112494.9	ENSG00000112494.9	44850	protein_coding	protein_coding	True
4028	ENSG00000112499.12	ENSG00000112499.12	106577	protein_coding	protein_coding	True
4029	ENSG00000112511.17	ENSG00000112511.17	6054	protein_coding	protein_coding	True
4030	ENSG00000112514.15	ENSG00000112514.15	1875	protein_coding	protein_coding	True
4031	ENSG00000112530.11	ENSG00000112530.11	588360	protein_coding	protein_coding	True
4032	ENSG00000112531.16	ENSG00000112531.16	164596	protein_coding	protein_coding	True
4033	ENSG00000112539.14	ENSG00000112539.14	29943	protein_coding	protein_coding	True
4034	ENSG00000112541.14	ENSG00000112541.14	660791	protein_coding	protein_coding	True
4035	ENSG00000112559.13	ENSG00000112559.13	17364	protein_coding	protein_coding	True
4036	ENSG00000112561.17	ENSG00000112561.17	52281	protein_coding	protein_coding	True
4037	ENSG00000112562.18	ENSG00000112562.18	232294	protein_coding	protein_coding	True
4038	ENSG00000112576.12	ENSG00000112576.12	115424	protein_coding	protein_coding	True
4039	ENSG00000112578.9	ENSG00000112578.9	11858	protein_coding	protein_coding	True
4040	ENSG00000112584.13	ENSG00000112584.13	116362	protein_coding	protein_coding	True
4041	ENSG00000112592.13	ENSG00000112592.13	18568	protein_coding	protein_coding	True
4042	ENSG00000112599.8	ENSG00000112599.8	10515	protein_coding	protein_coding	True
4043	ENSG00000112619.7	ENSG00000112619.7	25974	protein_coding	protein_coding	True
4044	ENSG00000112624.12	ENSG00000112624.12	121602	protein_coding	protein_coding	True
4045	ENSG00000112640.14	ENSG00000112640.14	27843	protein_coding	protein_coding	True
4046	ENSG00000112651.11	ENSG00000112651.11	5777	protein_coding	protein_coding	True
4047	ENSG00000112655.15	ENSG00000112655.15	85451	protein_coding	protein_coding	True
4048	ENSG00000112658.7	ENSG00000112658.7	10208	protein_coding	protein_coding	True
4049	ENSG00000112659.13	ENSG00000112659.13	42412	protein_coding	protein_coding	True
4050	ENSG00000112667.12	ENSG00000112667.12	3855	protein_coding	protein_coding	True
4051	ENSG00000112679.14	ENSG00000112679.14	59725	protein_coding	protein_coding	True
4052	ENSG00000112685.13	ENSG00000112685.13	207978	protein_coding	protein_coding	True
4053	ENSG00000112695.11	ENSG00000112695.11	12648	protein_coding	protein_coding	True
4054	ENSG00000112697.15	ENSG00000112697.15	32044	protein_coding	protein_coding	True
4055	ENSG00000112699.10	ENSG00000112699.10	621886	protein_coding	protein_coding	True
4056	ENSG00000112701.17	ENSG00000112701.17	116769	protein_coding	protein_coding	True
4057	ENSG00000112706.11	ENSG00000112706.11	151563	protein_coding	protein_coding	True
4058	ENSG00000112715.21	ENSG00000112715.21	16303	protein_coding	protein_coding	True
4059	ENSG00000112739.16	ENSG00000112739.16	43716	protein_coding	protein_coding	True
4060	ENSG00000112742.9	ENSG00000112742.9	38640	protein_coding	protein_coding	True
4061	ENSG00000112759.17	ENSG00000112759.17	14646	protein_coding	protein_coding	True
4062	ENSG00000112761.20	ENSG00000112761.20	16897	protein_coding	protein_coding	True
4063	ENSG00000112763.16	ENSG00000112763.16	18717	protein_coding	protein_coding	True
4064	ENSG00000112769.18	ENSG00000112769.18	146179	protein_coding	protein_coding	True
4065	ENSG00000112773.15	ENSG00000112773.15	261335	protein_coding	protein_coding	True
4066	ENSG00000112782.16	ENSG00000112782.16	199521	protein_coding	protein_coding	True
4067	ENSG00000112787.13	ENSG00000112787.13	95637	protein_coding	protein_coding	True
4068	ENSG00000112796.9	ENSG00000112796.9	11784	protein_coding	protein_coding	True
4069	ENSG00000112799.8	ENSG00000112799.8	66875	protein_coding	protein_coding	True
4070	ENSG00000112812.15	ENSG00000112812.15	8923	protein_coding	protein_coding	True
4071	ENSG00000112818.9	ENSG00000112818.9	46392	protein_coding	protein_coding	True
4072	ENSG00000112837.16	ENSG00000112837.16	77168	protein_coding	protein_coding	True
4073	ENSG00000112851.14	ENSG00000112851.14	156074	protein_coding	protein_coding	True
4074	ENSG00000112852.6	ENSG00000112852.6	4125	protein_coding	protein_coding	True
4075	ENSG00000112855.15	ENSG00000112855.15	7892	protein_coding	protein_coding	True
4076	ENSG00000112874.9	ENSG00000112874.9	13938	protein_coding	protein_coding	True
4077	ENSG00000112877.7	ENSG00000112877.7	54896	protein_coding	protein_coding	True
4078	ENSG00000112893.9	ENSG00000112893.9	180259	protein_coding	protein_coding	True
4079	ENSG00000112902.11	ENSG00000112902.11	511049	protein_coding	protein_coding	True
4080	ENSG00000112936.18	ENSG00000112936.18	73687	protein_coding	protein_coding	True
4081	ENSG00000112941.13	ENSG00000112941.13	44041	protein_coding	protein_coding	True
4082	ENSG00000112964.13	ENSG00000112964.13	298101	protein_coding	protein_coding	True
4083	ENSG00000112972.14	ENSG00000112972.14	24117	protein_coding	protein_coding	True
4084	ENSG00000112977.15	ENSG00000112977.15	82042	protein_coding	protein_coding	True
4085	ENSG00000112981.4	ENSG00000112981.4	24271	protein_coding	protein_coding	True
4086	ENSG00000112983.17	ENSG00000112983.17	39220	protein_coding	protein_coding	True
4087	ENSG00000112984.11	ENSG00000112984.11	8996	protein_coding	protein_coding	True
4088	ENSG00000112992.16	ENSG00000112992.16	104713	protein_coding	protein_coding	True
4089	ENSG00000112996.10	ENSG00000112996.10	11503	protein_coding	protein_coding	True
4090	ENSG00000113013.13	ENSG00000113013.13	21968	protein_coding	protein_coding	True
4091	ENSG00000113048.16	ENSG00000113048.16	101237	protein_coding	protein_coding	True
4092	ENSG00000113068.9	ENSG00000113068.9	58082	protein_coding	protein_coding	True
4093	ENSG00000113070.7	ENSG00000113070.7	13788	protein_coding	protein_coding	True
4094	ENSG00000113073.14	ENSG00000113073.14	14941	protein_coding	protein_coding	True
4095	ENSG00000113083.13	ENSG00000113083.13	15165	protein_coding	protein_coding	True
4096	ENSG00000113088.5	ENSG00000113088.5	10317	protein_coding	protein_coding	True
4097	ENSG00000113100.9	ENSG00000113100.9	240550	protein_coding	protein_coding	True
4098	ENSG00000113108.19	ENSG00000113108.19	6513	protein_coding	protein_coding	True
4099	ENSG00000113119.12	ENSG00000113119.12	5981	protein_coding	protein_coding	True
4100	ENSG00000113140.10	ENSG00000113140.10	26069	protein_coding	protein_coding	True
4101	ENSG00000113141.17	ENSG00000113141.17	15421	protein_coding	protein_coding	True
4102	ENSG00000113161.15	ENSG00000113161.15	25775	protein_coding	protein_coding	True
4103	ENSG00000113163.16	ENSG00000113163.16	155793	protein_coding	protein_coding	True
4104	ENSG00000113194.12	ENSG00000113194.12	62446	protein_coding	protein_coding	True
4105	ENSG00000113196.2	ENSG00000113196.2	3292	protein_coding	protein_coding	True
4106	ENSG00000113205.5	ENSG00000113205.5	3354	protein_coding	protein_coding	True
4107	ENSG00000113209.8	ENSG00000113209.8	3407	protein_coding	protein_coding	True
4108	ENSG00000113211.5	ENSG00000113211.5	3265	protein_coding	protein_coding	True
4109	ENSG00000113212.6	ENSG00000113212.6	3764	protein_coding	protein_coding	True
4110	ENSG00000113231.13	ENSG00000113231.13	219358	protein_coding	protein_coding	True
4111	ENSG00000113240.12	ENSG00000113240.12	27951	protein_coding	protein_coding	True
4112	ENSG00000113248.5	ENSG00000113248.5	4016	protein_coding	protein_coding	True
4113	ENSG00000113249.12	ENSG00000113249.12	29706	protein_coding	protein_coding	True
4114	ENSG00000113262.15	ENSG00000113262.15	18619	protein_coding	protein_coding	True
4115	ENSG00000113263.12	ENSG00000113263.12	112258	protein_coding	protein_coding	True
4116	ENSG00000113269.13	ENSG00000113269.13	160467	protein_coding	protein_coding	True
4117	ENSG00000113272.13	ENSG00000113272.13	10251	protein_coding	protein_coding	True
4118	ENSG00000113273.16	ENSG00000113273.16	208878	protein_coding	protein_coding	True
4119	ENSG00000113282.13	ENSG00000113282.13	73432	protein_coding	protein_coding	True
4120	ENSG00000113296.14	ENSG00000113296.14	91976	protein_coding	protein_coding	True
4121	ENSG00000113300.11	ENSG00000113300.11	83993	protein_coding	protein_coding	True
4122	ENSG00000113302.4	ENSG00000113302.4	16104	protein_coding	protein_coding	True
4123	ENSG00000113303.11	ENSG00000113303.11	51829	protein_coding	protein_coding	True
4124	ENSG00000113312.10	ENSG00000113312.10	56430	protein_coding	protein_coding	True
4125	ENSG00000113318.9	ENSG00000113318.9	221812	protein_coding	protein_coding	True
4126	ENSG00000113319.12	ENSG00000113319.12	269484	protein_coding	protein_coding	True
4127	ENSG00000113327.16	ENSG00000113327.16	162920	protein_coding	protein_coding	True
4128	ENSG00000113328.18	ENSG00000113328.18	8582	protein_coding	protein_coding	True
4129	ENSG00000113356.11	ENSG00000113356.11	42805	protein_coding	protein_coding	True
4130	ENSG00000113360.16	ENSG00000113360.16	131699	protein_coding	protein_coding	True
4131	ENSG00000113361.12	ENSG00000113361.12	135396	protein_coding	protein_coding	True
4132	ENSG00000113368.11	ENSG00000113368.11	60397	protein_coding	protein_coding	True
4133	ENSG00000113369.8	ENSG00000113369.8	14635	protein_coding	protein_coding	True
4134	ENSG00000113384.13	ENSG00000113384.13	49646	protein_coding	protein_coding	True
4135	ENSG00000113387.11	ENSG00000113387.11	72446	protein_coding	protein_coding	True
4136	ENSG00000113389.15	ENSG00000113389.15	102654	protein_coding	protein_coding	True
4137	ENSG00000113391.18	ENSG00000113391.18	493630	protein_coding	protein_coding	True
4138	ENSG00000113396.12	ENSG00000113396.12	495629	protein_coding	protein_coding	True
4139	ENSG00000113407.13	ENSG00000113407.13	28843	protein_coding	protein_coding	True
